shelter_name,shelter_id,latitude,longitude,timestamp,description,status,gen,bez,bundesland,einrichtungsart,Gehbehinderung,Hörbehinderung/Taubheit,Sehbehinderung/Blindheit,Suchtmittelabhängigkeit
Frauen- und Kinderschutzhaus Konstanz,2408,47.681740847498,9.158822455441,2022-12-25 08:01:00,k.A.,keine Angabe,Konstanz,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenhaus Lila Villa e.V.,2409,49.4612447,8.1705981,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Bad Dürkheim,Landkreis,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Frauenhaus Ludwigshafen,2415,49.479714236326,8.449962862506,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Ludwigshafen am Rhein,Kreisfreie Stadt,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Frauenhaus Worms,2410,49.6238729,8.359877471689,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Worms,Kreisfreie Stadt,Rheinland-Pfalz,Frauenhaus,False,False,False,False
"Frauen und Kinderschutzhaus Baden-Baden, Landkreis Rastatt",2432,48.766436,8.244599718105,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Baden-Baden,Stadtkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Goslarer Frauenhaus e.V.,2457,51.905936897584,10.429016418709,2022-12-25 08:01:00,k.A.,keine Angabe,Goslar,Landkreis,Niedersachsen,Frauenhaus,False,False,False,False
Frauenhaus Northeim,2468,51.708197825579,9.999778867737,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Northeim,Landkreis,Niedersachsen,Frauenhaus,False,False,False,False
Mannheimer Frauenhaus,2459,49.546312398996,8.461605604247,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Mannheim,Stadtkreis,Baden-Württemberg,Frauenhaus,True,False,False,False
Frauenhaus der AWO Bremen,2431,53.0792962,8.8016937,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Bremen,Kreisfreie Stadt,Bremen,Frauenhaus,True,False,False,False
Frauenhaus Amberg,2493,49.434897926183,11.845632636832,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Amberg,Kreisfreie Stadt,Bayern,Frauenhaus,True,False,False,False
Frauenhaus Stormarn,2343,53.674312919727,10.231099789877,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Stormarn,Kreis,Schleswig-Holstein,Frauenhaus,False,False,False,False
Frauenhaus Arnsberg,2182,51.407732617724,8.051075898828,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Hochsauerlandkreis,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauenhaus Bad Kreuznach,2053,49.8428494,7.8667379,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Bad Kreuznach,Landkreis,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Beratungsstelle für Betroffene von häuslicher Gewalt,2190,54.4151606,13.425834,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Vorpommern-Rügen,Landkreis,Mecklenburg-Vorpommern,Schutzwohnung,False,False,False,False
Frauenhaus Bergisch Gladbach,2067,50.992223921021,7.153430002869,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Rheinisch-Bergischer Kreis,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Hestia Zufluchtswohnungen Prenzlauer Berg,2096,52.5355509,13.425688849992,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Berlin,Kreisfreie Stadt,Berlin,Schutzwohnung,False,False,False,False
Autonomes Frauenhaus Bielefeld,2220,52.0191005,8.531007,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Bielefeld,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauen helfen Frauen e.V. Dinslaken,2145,51.567639806596,6.747491084656,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Wesel,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Duisburg,2199,51.434999,6.759562,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Duisburg,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauenhaus Ostholstein,2189,54.119768481237,10.631741869357,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Ostholstein,Kreis,Schleswig-Holstein,Frauenhaus,True,False,False,False
Frauenhaus Frankenthal,2123,49.5377072,8.3560768,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Frankenthal (Pfalz),Kreisfreie Stadt,Rheinland-Pfalz,Frauenhaus,True,False,False,False
Frauenhaus Fulda,2294,50.555220369978,9.649742916617,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Fulda,Landkreis,Hessen,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Gießen,2181,50.581233679102,8.666742445447,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Gießen,Landkreis,Hessen,Frauenhaus,False,False,False,False
Frauenhaus Herford,2033,52.1196393,8.6637749,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Herford,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
1. Frauenhaus Köln,2140,50.933466575848,6.998637825656,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Köln,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,True,False,False,False
2. Autonomes Frauenhaus Köln,2253,50.921396360676,6.995416051662,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Köln,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
1. Autonomes Frauenhaus,2027,51.325187635158,12.373901299377,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Leipzig,Kreisfreie Stadt,Sachsen,Frauenhaus,False,False,False,False
S.H.E. - Schutzhaus für geflüchtete Frauen,2029,51.324894093361,12.374329706113,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Leipzig,Kreisfreie Stadt,Sachsen,Schutzwohnung,False,False,False,False
AWO Frauenhaus Ludwigslust,2148,53.3244914,11.4969238,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Ludwigslust-Parchim,Landkreis,Mecklenburg-Vorpommern,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Memmingen,2069,47.9848507,10.1870278,2022-12-25 08:01:00,k.A.,keine Angabe,Memmingen,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus für den Kreis Mettmann,2111,51.255178427612,6.968892885788,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Mettmann,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Rheydt,2048,51.164802443583,6.446487203488,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Mönchengladbach,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Neckar-Odenwald-Kreis,2234,49.3489153,9.1293829,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Neckar-Odenwald-Kreis,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenhaus Oberursel,2214,50.203012037124,8.578525319621999,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Hochtaunuskreis,Landkreis,Hessen,Frauenhaus,True,False,False,False
Autonomes Frauenhaus Oldenburg e.V.,2136,53.139855192327,8.227910833021,2022-12-25 08:01:00,k.A.,keine Angabe,Oldenburg (Oldb),Kreisfreie Stadt,Niedersachsen,Frauenhaus,True,False,False,False
Frauenhaus Olpe,2047,51.030930004953,7.855977750318,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Olpe,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Osnabrück,2089,52.274435951938,8.04727121527,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Osnabrück,Kreisfreie Stadt,Niedersachsen,Frauenhaus,False,True,False,False
Frauenhaus Paderborn,2023,51.711630197753,8.754784819168,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Paderborn,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauenhaus Rheine,2313,52.275648335048,7.43452908728,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Steinfurt,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauenhaus Hochfranken,2119,50.162945060814,12.134807622047,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Wunsiedel i. Fichtelgebirge,Landkreis,Bayern,Frauenhaus,False,False,False,False
Frauenhaus Sondershausen,2038,51.3700633,10.8491714,2022-12-25 08:01:00,Aufnahme möglich ohne detaillierte Angabe,Aufnahme möglich ohne detaillierte Angabe,Kyffhäuserkreis,Landkreis,Thüringen,Frauenhaus,False,False,False,False
AWO Frauenschutzhaus Stralsund,2172,54.3161903,13.0950601,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Vorpommern-Rügen,Landkreis,Mecklenburg-Vorpommern,Frauenhaus,False,False,False,False
Frauenhaus Telgte,2133,51.984441708803,7.788351593569,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Warendorf,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauenhaus Unna,2233,51.55022541813,7.691389709733,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Unna,Kreis,Nordrhein-Westfalen,Frauenhaus,True,False,False,False
Frauenhaus Warendorf,2074,51.9501568,7.9840382,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Warendorf,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Wedel,2188,53.583195431882,9.709891071281,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Pinneberg,Kreis,Schleswig-Holstein,Frauenhaus,False,False,False,False
Schutzwohnung im Rhein-Neckar-Kreis,2271,49.54620451729,8.649864854517,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Rhein-Neckar-Kreis,Landkreis,Baden-Württemberg,Schutzwohnung,False,False,False,False
Frauen helfen Frauen e.V.,2153,51.283777950273,7.143748029476,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Wuppertal,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,True,False,True,False
AWO Frauenhaus Würzburg,2138,49.802231315947,9.936143759985,2022-12-25 08:01:00,k.A.,keine Angabe,Würzburg,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauenhaus Ahrweiler,2412,50.541523495852,7.120312435242,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Ahrweiler,Landkreis,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Frauenhaus Koblenz,2413,50.350559513859,7.592017311078,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Koblenz,Kreisfreie Stadt,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Frauenhaus Pirmasens,2417,49.206297144295,7.5975454991269995,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Pirmasens,Kreisfreie Stadt,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Frauenhaus Düsseldorf,2419,51.2418056,6.8082556,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Düsseldorf,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus,2423,51.502765616284,9.117780029782,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Höxter,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauenhaus Mayen-Koblenz,2426,50.325712347282,7.2284572929,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Mayen-Koblenz,Landkreis,Rheinland-Pfalz,Frauenhaus,True,False,True,False
Schutzwohnungen Nordfriesland,2438,54.6156443,8.9676337,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Nordfriesland,Kreis,Schleswig-Holstein,Schutzwohnung,False,False,False,False
Schutzraum SEGEL Mannheim,2458,49.493452209363,8.468547144257,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Mannheim,Stadtkreis,Baden-Württemberg,Schutzwohnung,False,False,False,True
Frauen- und Kinderschutzhaus Sigmaringen,2462,48.086971599501,9.214495963747,2022-12-25 08:01:00,k.A.,keine Angabe,Sigmaringen,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenschutzwohnung Altenburg,2276,50.9888921,12.429075,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Altenburger Land,Landkreis,Thüringen,Schutzwohnung,False,False,False,False
Frauenschutz Weimarer Land,2062,51.020381404684,11.4986504232,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Weimarer Land,Landkreis,Thüringen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Bay. Untermain,2120,49.977036120801,9.145832480125,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Aschaffenburg,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauen-und Kinderschutzhaus Aschersleben,2291,51.7559549,11.462134,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Salzlandkreis,Landkreis,Sachsen-Anhalt,Frauenhaus,True,False,False,False
Frauenhaus Augsburg,2243,48.3668041,10.8986971,2022-12-25 08:01:00,k.A.,keine Angabe,Augsburg,Kreisfreie Stadt,Bayern,Frauenhaus,False,True,False,False
Frauenhaus,2192,49.9006357,10.8997336,2022-12-25 08:01:00,k.A.,keine Angabe,Bamberg,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauenhaus im Landkreis Kassel,2035,51.2550775,9.4119007,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Kassel,Landkreis,Hessen,Frauenhaus,True,False,False,False
Zufluchtswohung Matilde,2060,52.53713195,13.610523076316,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Berlin,Kreisfreie Stadt,Berlin,Schutzwohnung,False,False,False,False
DRk Frauenschutzhaus Burg,2307,52.269276139014,11.852119516482,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Jerichower Land,Landkreis,Sachsen-Anhalt,Frauenhaus,False,False,False,False
Frauenhaus Burghausen,2252,48.170001152799,12.82481067792,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Altötting,Landkreis,Bayern,Frauenhaus,False,False,False,False
Frauenhaus Coburg,2224,50.257505531706,10.961128141975,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Coburg,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauenhaus Datteln,2169,51.651767115463,7.328764232949,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Recklinghausen,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Dorsten,2115,51.654119376554,6.963879626385,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Recklinghausen,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus,2365,51.825388946298,7.269914071563,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Coesfeld,Kreis,Nordrhein-Westfalen,Frauenhaus,False,True,False,False
Internationales Frauenhaus,2328,51.236733864852,6.792454779053,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Düsseldorf,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauenhaus Eisenach,2105,50.990688888944,10.304182716389,2022-12-25 08:01:00,k.A.,keine Angabe,Eisenach,Kreisfreie Stadt,Thüringen,Frauenhaus,False,False,False,False
Frauenhaus und Beratungsstelle,2139,52.1448863,14.6294413,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Oder-Spree,Landkreis,Brandenburg,Frauenhaus,False,False,False,False
Frauenhaus Erbach,2261,49.653690533425,8.995164437466,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Odenwaldkreis,Landkreis,Hessen,Frauenhaus,True,False,False,False
Frauenhaus Rhein - Erftkreis e.V.,2076,50.8072763,6.8330117999999995,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Rhein-Erft-Kreis,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauenhaus Erfurt,2149,50.97579155,11.020273533775,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Erfurt,Kreisfreie Stadt,Thüringen,Frauenhaus,False,False,False,False
Frauen - und Kinderschutzhaus Filder,2080,48.663256354141,9.219398527189,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Esslingen,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenhaus Flensburg,2255,54.79485029629,9.423378659978,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Flensburg,Kreisfreie Stadt,Schleswig-Holstein,Frauenhaus,False,False,False,False
Frauenhaus Frankfurt (Oder),2248,52.343312285202,14.546619410747,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Frankfurt (Oder),Kreisfreie Stadt,Brandenburg,Frauenhaus,False,False,False,False
Frauenschutzhaus Freiberg,2083,50.895481287937,13.333490439612,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Mittelsachsen,Landkreis,Sachsen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Freiburg,2092,48.0327354,7.857524774655,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Freiburg im Breisgau,Stadtkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauen- und Kinderhilfe Göppingen,2097,48.705872999684,9.649685019812999,2022-12-25 08:01:00,k.A.,keine Angabe,Göppingen,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenschutzhaus,2219,53.793364322518,12.181076883324,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Rostock,Landkreis,Mecklenburg-Vorpommern,Frauenhaus,False,False,False,False
Frauenhaus Gütersloh,2267,51.9063997,8.3782078,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Gütersloh,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Heilbronn,2259,49.131106886991,9.228034832273,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Heilbronn,Stadtkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenschutzhaus Helmstedt,2290,52.232426476168,11.004057698082,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Helmstedt,Landkreis,Niedersachsen,Frauenhaus,True,False,False,False
Frauenhaus Herten,2157,51.572645954604,7.131574084656,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Gelsenkirchen,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
AWO Frauenhaus Schwalm-Eder,2104,51.030353699843,9.41785004983,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Schwalm-Eder-Kreis,Landkreis,Hessen,Frauenhaus,False,False,False,False
Frauenhaus Idar-Oberstein,2183,49.699458006547,7.321442009631,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Birkenfeld,Landkreis,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Caritas Frauenhaus Ingolstadt,2260,48.7630165,11.4250395,2022-12-25 08:01:00,k.A.,keine Angabe,Ingolstadt,Kreisfreie Stadt,Bayern,Frauenhaus,True,False,False,False
Jenaer Frauenhaus e.V.,2272,50.9463598,11.5977589,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Jena,Kreisfreie Stadt,Thüringen,Frauenhaus,False,False,False,False
Frauenzuflucht Kaiserslautern,2236,49.44167141989,7.76806020992,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Kaiserslautern,Kreisfreie Stadt,Rheinland-Pfalz,Frauenhaus,False,False,False,False
Frauenhaus Kassel,2165,51.273161334306,9.466445816736,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Kassel,Kreisfreie Stadt,Hessen,Frauenhaus,True,True,False,False
Autonomes Frauenhaus Kempten (Allgäu),2024,47.762382099999996,10.3245689,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Kempten (Allgäu),Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauenhaus Köthen,2161,51.75046975,11.988520313845,2022-12-25 08:01:00,Aufnahme möglich ohne detaillierte Angabe,Aufnahme möglich ohne detaillierte Angabe,Anhalt-Bitterfeld,Landkreis,Sachsen-Anhalt,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Krefeld,2229,51.331785882029,6.558523443055,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Krefeld,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
AWO Frauenhaus Landshut,2187,48.53761662542,12.153462601108,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Landshut,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Caritas Frauenhaus Landshut,2218,48.538071270726,12.162603569431,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Landshut,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Lübeck,2249,53.867549231603,10.687671111421,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Lübeck,Kreisfreie Stadt,Schleswig-Holstein,Frauenhaus,True,False,False,False
Frauen- und Kinderschutzhaus Heckertstift,2008,49.492173028558,8.452588097834,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Mannheim,Stadtkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenhaus Meiningen,2057,50.565930470512,10.408470644478,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Schmalkalden-Meiningen,Landkreis,Thüringen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Merseburg,2030,51.3568506,11.9904345,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Saalekreis,Landkreis,Sachsen-Anhalt,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Moers,2330,51.446276386047,6.636759749098,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Wesel,Kreis,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Neubrandenburg,2216,53.557445799999996,13.2602781,2022-12-25 08:01:00,k.A.,keine Angabe,Mecklenburgische Seenplatte,Landkreis,Mecklenburg-Vorpommern,Frauenhaus,False,False,False,False
Frauenhaus Neunkirchen,2010,49.37167025,7.207534594691,2022-12-25 08:01:00,Aufnahme möglich ohne detaillierte Angabe,Aufnahme möglich ohne detaillierte Angabe,Neunkirchen,Landkreis,Saarland,Frauenhaus,False,False,False,False
Frauenhaus,2401,52.6380924,9.2084155,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Nienburg (Weser),Landkreis,Niedersachsen,Frauenhaus,False,False,False,False
Frauenhaus Oberhausen,2134,51.466433645076,6.858153386625,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Oberhausen,Kreisfreie Stadt,Nordrhein-Westfalen,Frauenhaus,False,False,False,False
Ökumenisches Frauenhaus Pforzheim,2204,48.8667572,8.7531246,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Pforzheim,Stadtkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus Radolfzell,2258,47.7409243,8.955847834383,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Konstanz,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauen- und Kinderschutzhaus,2180,48.98322105,12.151901371455,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Regensburg,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Autonomes Frauenhaus Regensburg,2225,48.98322105,12.151901371455,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Regensburg,Kreisfreie Stadt,Bayern,Frauenhaus,True,False,False,False
Frauenhaus Saarbrücken,2009,49.234338155586,6.986639524139,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Regionalverband Saarbrücken,Landkreis,Saarland,Frauenhaus,False,False,False,False
Frauenhaus Saarlouis,2217,49.319469368893,6.753084518304,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Saarlouis,Landkreis,Saarland,Frauenhaus,False,False,False,False
Frauen- und Kinderhaus Salzwedel,2251,52.851333063238,11.154713708822,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Altmarkkreis Salzwedel,Landkreis,Sachsen-Anhalt,Frauenhaus,False,False,False,False
Frauenhaus Schwabach,2177,49.329349195087,11.024939052197,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Schwabach,Kreisfreie Stadt,Bayern,Frauenhaus,True,False,False,False
Frauen- und Kinderschutzeinrichtung,2159,48.8009955981,9.788703360852,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Ostalbkreis,Landkreis,Baden-Württemberg,Frauenhaus,False,False,False,False
Frauenhaus im Landkreis Schwandorf,2195,49.3263177,12.1038045,2022-12-25 08:01:00,k.A.,keine Angabe,Schwandorf,Landkreis,Bayern,Frauenhaus,False,False,False,False
Frauenhaus Schwarzenbek,2263,53.503650426025,10.483866451312,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Herzogtum Lauenburg,Kreis,Schleswig-Holstein,Frauenhaus,False,False,False,False
Frauenhaus für die Region Main-Rhön in Schweinfurt,2054,50.04723375,10.224025804585,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Schweinfurt,Kreisfreie Stadt,Bayern,Frauenhaus,False,False,False,False
Frauen in Not-Frauenhaus,2061,53.627833083723,11.405380088953,2022-12-25 08:01:00,Keine Aufnahme möglich,Keine Aufnahme möglich,Schwerin,Kreisfreie Stadt,Mecklenburg-Vorpommern,Frauenhaus,True,True,True,False
