shelter_name,shelter_id,Aufnahme möglich,keine Angabe,keine Aufnahme möglich,bundesland,kreis,latitude,longitude
Frauenhaus Speyer,2174,0.09157509157509157,0.0,0.9084249084249084,Rheinland-Pfalz,Kreisfreie Stadt Speyer,49.322620194502,8.429573035315
Frauenhaus Stormarn,2343,0.12454212454212454,0.029304029304029304,0.8443223443223443,Schleswig-Holstein,Kreis Stormarn,53.674312919727,10.231099789877
Frauenhaus Telgte,2133,0.09523809523809523,0.0,0.9047619047619048,Nordrhein-Westfalen,Kreis Warendorf,51.984441708803,7.788351593569
Frauenhaus Unna,2233,0.02197802197802198,0.0,0.978021978021978,Nordrhein-Westfalen,Kreis Unna,51.55022541813,7.691389709733
Frauenhaus Warendorf,2074,0.07875457875457875,0.0,0.9212454212454212,Nordrhein-Westfalen,Kreis Warendorf,51.9501568,7.9840382
Frauenhaus Weiden,2071,0.3882783882783883,0.0,0.6117216117216118,Bayern,Kreisfreie Stadt Weiden i.d. OPf.,49.677827673914,12.154750706237
Frauenhaus Westerwald,2416,0.10256410256410256,0.0,0.8772893772893773,Rheinland-Pfalz,Landkreis Westerwaldkreis,50.66442060915,7.821671710156
Frauenhaus Wetterau,2059,0.19963369963369965,0.0,0.8003663003663004,Hessen,Landkreis Wetteraukreis,50.332736759446,8.762147100409
Frauenhaus Wetzlar e.V.,2208,0.08424908424908426,0.0,0.9157509157509157,Hessen,Landkreis Lahn-Dill-Kreis,50.559625165351,8.499134628186
Frauenhaus Worms,2410,0.11538461538461539,0.0,0.8772893772893773,Rheinland-Pfalz,Kreisfreie Stadt Worms,49.6238729,8.359877471689
Frauenhaus Zollernalbkreis,2046,0.2454212454212454,0.0,0.7545787545787546,Baden-Württemberg,Landkreis Zollernalbkreis,48.269484562955,8.94737584922
Frauenhaus der Frauenhilfe München,2348,0.24725274725274726,0.0,0.7527472527472527,Bayern,Kreisfreie Stadt München,48.1351253,11.5819805
Frauenhaus des Caritasverbandes für Stadt und Landkreis Gifhorn,2285,0.793040293040293,0.0,0.20695970695970695,Niedersachsen,Landkreis Gifhorn,52.484496766686,10.540274633294
Frauenhaus des Rhein-Sieg-Kreises,2228,0.08424908424908426,0.0,0.9157509157509157,Nordrhein-Westfalen,Kreis Rhein-Sieg-Kreis,50.749009526955,7.221746527917
Frauenhaus e.V. Solingen,2110,0.09340659340659341,0.0,0.9065934065934066,Nordrhein-Westfalen,Kreis Mettmann,51.1238982,6.978047
Frauenhaus für die Region Main-Rhön in Schweinfurt,2054,0.0,0.0,1.0,Bayern,Kreisfreie Stadt Schweinfurt,50.04723375,10.224025804585
Frauenhaus im Landkreis Kassel,2035,0.020146520146520148,0.0,0.9798534798534798,Hessen,Landkreis Kassel,51.2550775,9.4119007
Frauenhaus und Beratungsstelle,2139,0.03663003663003663,0.0,0.9633699633699634,Brandenburg,Landkreis Oder-Spree,52.1448863,14.6294413
"Frauenhaus, Beratungs- und Interventionsstelle Limburg",2036,0.1043956043956044,0.0,0.8956043956043956,Hessen,Landkreis Limburg-Weilburg,50.387426446735,8.064561329702
Frauenschutz Weimarer Land,2062,0.0,0.0,1.0,Thüringen,Landkreis Weimarer Land,51.020381404684,11.4986504232
Frauenschutzhaus,2219,0.13003663003663005,0.17399267399267399,0.6959706959706959,Mecklenburg-Vorpommern,Landkreis Rostock,53.793364322518,12.181076883324
Frauenschutzhaus Freiberg,2083,0.6446886446886447,0.07142857142857142,0.2838827838827839,Sachsen,Landkreis Mittelsachsen,50.895481287937,13.333490439612
Frauenschutzhaus Helmstedt,2290,0.7271062271062271,0.0,0.27289377289377287,Niedersachsen,Landkreis Helmstedt,52.232426476168,11.004057698082
Frauenschutzzentrum,2325,0.18315018315018314,0.0,0.815018315018315,Nordrhein-Westfalen,Kreis Minden-Lübbecke,52.292865585765,8.884828610875
Frauenzuflucht Kaiserslautern,2236,0.014652014652014652,0.0,0.9853479853479854,Rheinland-Pfalz,Kreisfreie Stadt Kaiserslautern,49.44167141989,7.76806020992
Haus für Frauen in Not,2150,0.19963369963369965,0.0,0.8003663003663004,Hessen,Landkreis Rheingau-Taunus-Kreis,50.142945932409,8.06664247563
Haus für Frauen in Not Wiesbaden,2158,0.03663003663003663,0.0,0.9633699633699634,Hessen,Kreisfreie Stadt Wiesbaden,50.077813921273,8.236045029311
Hilfe für Frauen in Not-Frauenhaus Bonn e.V.,2129,0.08241758241758242,0.0,0.9175824175824175,Nordrhein-Westfalen,Kreisfreie Stadt Bonn,50.737581638095,7.101763519581
Internationales Frauenhaus,2328,0.03296703296703297,0.0,0.967032967032967,Nordrhein-Westfalen,Kreisfreie Stadt Düsseldorf,51.236733864852,6.792454779053
Jenaer Frauenhaus e.V.,2272,0.03663003663003663,0.0,0.9633699633699634,Thüringen,Kreisfreie Stadt Jena,50.9463598,11.5977589
KARO e.V.,2266,0.575091575091575,0.029304029304029304,0.3956043956043956,Sachsen,Landkreis Vogtlandkreis,50.4950632,12.1346523
Schutzhaus für Frauen und Kinder,2107,0.21245421245421245,0.0,0.7875457875457875,Nordrhein-Westfalen,Kreis Euskirchen,50.616462856427,6.84026134715
Städtisches Frauenhaus Stuttgart,2197,0.2893772893772894,0.1227106227106227,0.5879120879120879,Baden-Württemberg,Stadtkreis Stuttgart,48.76986235,9.211651935853
Wolfsburger Frauenhaus,2383,0.26556776556776557,0.0,0.7344322344322345,Niedersachsen,Kreisfreie Stadt Wolfsburg,52.421175871211,10.79371507002
Hestia-Zufluchtswohnungen Wedding,2051,,,,Berlin,Kreisfreie Stadt Berlin,52.54108405,13.389616050162
offensiv´91 e.V. Frauenzufluchtswohnung,2037,,,,Berlin,Kreisfreie Stadt Berlin,52.45499615,13.514810051508
Frauenhaus Bitterfeld-Wolfen,2295,,,,Sachsen-Anhalt,Landkreis Anhalt-Bitterfeld,51.641033099699,12.307324408998
Frauenschutzangebot,2210,,,,Sachsen,Landkreis Erzgebirgskreis,50.4756535,12.7667543
Frauenhäuser Geschütztes Wohnen,2327,,,,Baden-Württemberg,Landkreis Karlsruhe,49.104470848914,8.5913541328
Frauenhaus Burghausen,2252,,,,Bayern,Landkreis Altötting,48.170001152799,12.82481067792
Frauenhaus im Landkreis Calw,2100,,,,Baden-Württemberg,Landkreis Calw,48.714306559169,8.741623063857
Frauenhaus Greifswald,2146,,,,Mecklenburg-Vorpommern,Landkreis Vorpommern-Greifswald,54.08939506011,13.379945601414
Frauenhaus Dithmarschen,2395,,,,Schleswig-Holstein,Kreis Dithmarschen,54.193570221951,9.100838263545
Frauennotruf Hochfranken,2135,,,,Bayern,Kreisfreie Stadt Hof,50.318924920653,11.923855529507
Frauenhaus Kaufbeuren-Ostallgäu,2370,,,,Bayern,Kreisfreie Stadt Kaufbeuren,47.88994184441,10.626136661017
Frauenhaus Lauchhammer,2346,,,,Brandenburg,Landkreis Oberspreewald-Lausitz,51.4957085,13.7605753
Autonomes Frauenhaus Lörrach,2075,,,,Baden-Württemberg,Landkreis Lörrach,47.602006174985,7.6622878822819995
Autonomes Frauenhaus Lüneburg,2066,,,,Niedersachsen,Landkreis Lüneburg,53.2497728,10.4197721
Frauenschutzhaus Wittenberg,2319,,,,Sachsen-Anhalt,Landkreis Wittenberg,51.869377514536,12.646353310986001
Mannheimer Frauenhaus,2131,,,,Baden-Württemberg,Stadtkreis Mannheim,49.546312398996,8.461605604247
Frauen- und Kinderschutzhaus Neckar-Odenwald-Kreis,2234,,,,Baden-Württemberg,Landkreis Neckar-Odenwald-Kreis,49.3489153,9.1293829
Frauenhaus Murnau,2127,,,,Bayern,Landkreis Garmisch-Partenkirchen,47.678189261344,11.200951713805
AWO Frauenhaus Neu-Ulm,2094,,,,Bayern,Landkreis Neu-Ulm,48.376176,10.008997602757
Frauenhaus Norderstedt,2303,,,,Schleswig-Holstein,Kreis Segeberg,53.7089898,9.9891914
Frauenhaus Passau,2125,,,,Bayern,Kreisfreie Stadt Passau,48.57363833286,13.451816048151
Ökumenisches Frauenhaus Pforzheim,2204,,,,Baden-Württemberg,Stadtkreis Pforzheim,48.8667572,8.7531246
Frauen- und Kinderschutzhaus,2268,,,,Baden-Württemberg,Landkreis Ravensburg,47.764202227177,9.604661644156
Frauenhaus Salzgitter,2128,,,,Niedersachsen,Kreisfreie Stadt Salzgitter,52.159624591925,10.331093344387
Frauenhaus Schwedt,2079,,,,Brandenburg,Landkreis Uckermark,53.072867194575,14.277710475059
Frauen- und Kinderschutzhaus Staßfurt,2175,,,,Sachsen-Anhalt,Landkreis Salzlandkreis,51.846982652569,11.592657358624
Frauenhaus Straubing,2108,,,,Bayern,Kreisfreie Stadt Straubing,48.8777333,12.5801539
Frauenschutzwohnungen Landkreis Nordsachsen,2042,,,,Sachsen,Landkreis Nordsachsen,51.5628862,12.9909587
Frauen- und Kinderschutzhaus Waldshut,2101,,,,Baden-Württemberg,Landkreis Waldshut,47.635706238259,8.272258305191
Frauen- und Kinderschutzhaus Konstanz,2408,,,,Baden-Württemberg,Landkreis Konstanz,47.681740847498,9.158822455441
Frauenhaus Freising,2422,,,,Bayern,Landkreis Freising,48.399763713312,11.735230175261
Schutzwohnungen Nordfriesland,2438,,,,Schleswig-Holstein,Kreis Nordfriesland,54.6156443,8.9676337
SkF Frauenhaus Kaufbeuren-Ostallgäu,2444,,,,Bayern,Kreisfreie Stadt Kaufbeuren,47.8899307307,10.626108318125
Goslarer Frauenhaus e.V.,2457,,,,Niedersachsen,Landkreis Goslar,51.905936897584,10.429016418709
Frauenhaus Northeim,2468,,,,Niedersachsen,Landkreis Northeim,51.708197825579,9.999778867737
Mannheimer Frauenhaus,2459,,,,Baden-Württemberg,Stadtkreis Mannheim,49.546312398996,8.461605604247
Frauenhaus der AWO Bremen,2431,,,,Bremen,Kreisfreie Stadt Bremen,53.0792962,8.8016937
Frauenhaus Amberg,2493,,,,Bayern,Kreisfreie Stadt Amberg,49.434897926183,11.845632636832
Beratungsstelle für Betroffene von häuslicher Gewalt,2190,,,,Mecklenburg-Vorpommern,Landkreis Vorpommern-Rügen,54.4151606,13.425834
Hestia Zufluchtswohnungen Prenzlauer Berg,2096,,,,Berlin,Kreisfreie Stadt Berlin,52.5355509,13.425688849992
S.H.E. - Schutzhaus für geflüchtete Frauen,2029,,,,Sachsen,Kreisfreie Stadt Leipzig,51.324894093361,12.374329706113
Autonomes Frauenhaus Memmingen,2069,,,,Bayern,Kreisfreie Stadt Memmingen,47.9848507,10.1870278
Autonomes Frauenhaus Oldenburg e.V.,2136,,,,Niedersachsen,Kreisfreie Stadt Oldenburg (Oldb),53.139855192327,8.227910833021
Schutzwohnung im Rhein-Neckar-Kreis,2271,,,,Baden-Württemberg,Landkreis Rhein-Neckar-Kreis,49.54620451729,8.649864854517
AWO Frauenhaus Würzburg,2138,,,,Bayern,Kreisfreie Stadt Würzburg,49.802231315947,9.936143759985
Schutzraum SEGEL Mannheim,2458,,,,Baden-Württemberg,Stadtkreis Mannheim,49.493452209363,8.468547144257
Frauen- und Kinderschutzhaus Sigmaringen,2462,,,,Baden-Württemberg,Landkreis Sigmaringen,48.086971599501,9.214495963747
Frauenhaus Düren,2524,,,,Nordrhein-Westfalen,Kreis Düren,50.807137918709,6.478334715405
Frauenschutzwohnung Altenburg,2276,,,,Thüringen,Landkreis Altenburger Land,50.9888921,12.429075
Frauenhaus Ansbach,2213,,,,Bayern,Kreisfreie Stadt Ansbach,49.298815058048,10.573480723219
Frauen- und Kinderschutzhaus Bay. Untermain,2120,,,,Bayern,Kreisfreie Stadt Aschaffenburg,49.977036120801,9.145832480125
Frauenhaus Augsburg,2243,,,,Bayern,Kreisfreie Stadt Augsburg,48.3668041,10.8986971
Frauen- und Kinderschutzhaus Baden-Baden u. Landkreis Rastatt,2186,,,,Baden-Württemberg,Stadtkreis Baden-Baden,48.776510561174,8.2181331745
Frauenhaus,2192,,,,Bayern,Kreisfreie Stadt Bamberg,49.9006357,10.8997336
Zufluchtswohung Matilde,2060,,,,Berlin,Kreisfreie Stadt Berlin,52.53713195,13.610523076316
Frauen- und Kinderschutzhaus Bernburg (Saale),2227,,,,Sachsen-Anhalt,Landkreis Salzlandkreis,51.783018835759,11.754099790778
Schutzwohnungen für Frauen Nordfriesland,2178,,,,Schleswig-Holstein,Kreis Nordfriesland,54.62104206325,8.969772242358
Frauenhaus Eisenach,2105,,,,Thüringen,Kreisfreie Stadt Eisenach,50.990688888944,10.304182716389
Frauenhaus FFB,2116,,,,Bayern,Landkreis Fürstenfeldbruck,48.1717756,11.2623294
Frauen- und Kinderhilfe Göppingen,2097,,,,Baden-Württemberg,Landkreis Göppingen,48.705872999684,9.649685019812999
Caritas Frauenhaus Ingolstadt,2260,,,,Bayern,Kreisfreie Stadt Ingolstadt,48.7630165,11.4250395
Frauenhaus Köthen,2161,,,,Sachsen-Anhalt,Landkreis Anhalt-Bitterfeld,51.75046975,11.988520313845
Frauenhaus Meiningen,2057,,,,Thüringen,Landkreis Schmalkalden-Meiningen,50.565930470512,10.408470644478
Frauen- und Kinderschutzhaus Neubrandenburg,2216,,,,Mecklenburg-Vorpommern,Landkreis Mecklenburgische Seenplatte,53.557445799999996,13.2602781
Frauenhaus Hagar,2155,,,,Bayern,Kreisfreie Stadt Nürnberg,49.454987367495,11.078057924511
AWO Frauenschutzhaus Ribnitz-Damgarten,2205,,,,Mecklenburg-Vorpommern,Kreis Vorpommern-Rügen,54.246655583916,12.432371524065
Frauen- und Kinderhaus Salzwedel,2251,,,,Sachsen-Anhalt,Landkreis Altmarkkreis Salzwedel,52.851333063238,11.154713708822
Frauen- und Kinderschutzeinrichtung,2159,,,,Baden-Württemberg,Landkreis Ostalbkreis,48.8009955981,9.788703360852
Frauenhaus im Landkreis Schwandorf,2195,,,,Bayern,Landkreis Schwandorf,49.3263177,12.1038045
Frauen in Not-Frauenhaus,2061,,,,Mecklenburg-Vorpommern,Kreisfreie Stadt Schwerin,53.627833083723,11.405380088953
AWO Frauenhaus Schaumburg,2353,,,,Niedersachsen,Landkreis Schaumburg,52.31830254248,9.204289693607
Frauenhaus Stendal,2028,,,,Sachsen-Anhalt,Landkreis Stendal,52.605557128017,11.847668159234999
Frauenhaus Ulm,2230,,,,Baden-Württemberg,Stadtkreis Ulm,48.402932597842,9.999279928912
Frauen- und Kinderschutzhaus Rems-Murr-Kreis,2206,,,,Baden-Württemberg,Landkreis Rems-Murr-Kreis,48.830787760572,9.325598847299
Frauenhaus Weimar,2292,,,,Thüringen,Kreisfreie Stadt Weimar,50.982827330819,11.322555165749
Kinder- und Frauenschutzwohnung der Stadt Wernigerode,2287,,,,Sachsen-Anhalt,Landkreis Harz,51.839931701364,10.783901991418
Frauenschutzhaus,2132,,,,Mecklenburg-Vorpommern,Landkreis Nordwestmecklenburg,53.8965859,11.4695121
Frauen-und Kinderschutzwohnung &quotZuflucht&quot Lk Görlitz,2338,,,,Sachsen,Landkreis Görlitz,50.883994699653,14.806442202914
Frauenschutzeinrichtung Zwickau Stadt,2044,,,,Sachsen,Landkreis Zwickau,50.726853592716,12.490858252887
Frauen- und Kinderschutzhaus Heidenheim,2481,,,,Baden-Württemberg,Landkreis Heidenheim,48.68534546242,10.140460950757
Frauenhaus Gifhorn,2513,,,,Niedersachsen,Landkreis Gifhorn,52.5031666,10.5145813
Frauenhaus Nordschwaben,2514,,,,Bayern,Landkreis Dillingen a.d. Donau,48.6042127,10.5888474
Frauenhaus Kirchheim,2400,,,,Baden-Württemberg,Landkreis Esslingen,48.645245834595,9.452797210129
Frauenschutzhaus Bautzen,2179,,,,Sachsen,Landkreis Bautzen,51.182292413586,14.424013712134
Frauenhaus Chemnitz,2099,,,,Sachsen,Kreisfreie Stadt Chemnitz,50.832365999642,12.920172846924
Frauenhaus Göttingen e.V.,2040,,,,Niedersachsen,Landkreis Göttingen,51.541854251387,9.915940340137
1. &amp 3. Hamburger Frauenhaus,2382,,,,Hamburg,Kreisfreie Stadt Hamburg,53.5528284,9.9966396
Sofortaufnahme für gewaltbetroffene Frauen und ihre Kinder - Frauenhaus24 Hannover,2011,,,,Niedersachsen,Landkreis Region Hannover,52.377057435404,9.736999308768
Frauen- und Kinderschutzhaus Radebeul,2045,,,,Sachsen,Landkreis Meißen,51.1031702,13.6215949
Frauen- und Kinderschutzwohnung Vogtlandkreis,2351,,,,Sachsen,Landkreis Vogtlandkreis,50.50646945,12.404751585779
Frauenschutzwohnung,2242,,,,Thüringen,Landkreis Unstrut-Hainich-Kreis,51.11064946722,10.643128194246
Frauen- und Kinderschutzhaus Ammerland Wesermarsch,2309,,,,Niedersachsen,Landkreis Ammerland,53.186117454157,8.002655371563
Frauenzentrum Paula Panke e.V. - Zufluchtswohnung,2068,,,,Berlin,Kreisfreie Stadt Berlin,52.56961735,13.403536522993
Frauenzimmer e.V.,2082,,,,Berlin,Kreisfreie Stadt Berlin,52.4836896,13.352822090579
BORA Frauenhaus,2345,,,,Berlin,Kreisfreie Stadt Berlin,52.5050416,13.362846383345
Caritas-Frauenhaus,2098,,,,Berlin,Kreisfreie Stadt Berlin,52.559654245315,13.370605613927
Hestia Frauenhaus,2102,,,,Berlin,Kreisfreie Stadt Berlin,52.5034002,13.3386373
2. Autonomes Frauenhaus Berlin,2274,,,,Berlin,Kreisfreie Stadt Berlin,52.516226925016,13.377744825842
BIG Hotline - Beratung und Vermittlung,2281,,,,Berlin,Kreisfreie Stadt Berlin,52.5170365,13.3888599
Beratung für Frauen/Frauenschutzhaus Biberach,2360,,,,Baden-Württemberg,Landkreis Biberach,48.093565642996,9.786809486456
Autonome Frauenschutzeinrichtung Brandenburg an der Havel,2347,,,,Brandenburg,Kreisfreie Stadt Brandenburg an der Havel,52.4155967,12.552183065949
Frauenhaus AWO Kreisverband Braunschweig e.V.,2160,,,,Niedersachsen,Kreisfreie Stadt Braunschweig,52.2646577,10.5236066
Autonomes Bremer Frauenhaus,2198,,,,Bremen,Kreisfreie Stadt Bremen,53.076516637178,8.80872139115
Frauenhaus Bremerhaven,2369,,,,Bremen,Kreisfreie Stadt Bremerhaven,53.529776471842,8.622328260819
AWO-Frauenhaus im Landkreis Harburg,2386,,,,Niedersachsen,Landkreis Harburg,53.360527316544,9.825140798087
Frauenhaus Dachau,2246,,,,Bayern,Landkreis Dachau,48.259621637411,11.448716677201
Frauenhaus Dessau-Roßlau,2304,,,,Sachsen-Anhalt,Kreisfreie Stadt Dessau-Roßlau,51.8311104,12.2429261
Frauenschutzhaus Dresden,2087,,,,Sachsen,Kreisfreie Stadt Dresden,51.0504088,13.7372621
Frauenhaus Emden,2088,,,,Niedersachsen,Kreisfreie Stadt Emden,53.366076745762,7.207059748026
Autonomes Frauenhaus Erlangen,2265,,,,Bayern,Kreisfreie Stadt Erlangen,49.59608204841,11.001999091098
Frauenhaus Fürstenwalde,2388,,,,Brandenburg,Landkreis Oder-Spree,52.358683193219,14.065068707361
HerA,2164,,,,Baden-Württemberg,Landkreis Göppingen,48.708166939802,9.652732009254
Frauenschutzhaus,2310,,,,Sachsen-Anhalt,Kreisfreie Stadt Halle (Saale),51.4825041,11.9705452
Frauenhaus Diakonisches Werk Hamburg,2366,,,,Hamburg,Kreisfreie Stadt Hamburg,53.596621886976,10.018615715002
2. Hamburger Frauenhaus e.V.,2367,,,,Hamburg,Kreisfreie Stadt Hamburg,53.541814575369,9.998572209518
6. Autonomes Frauenhaus Hamburg,2381,,,,Hamburg,Kreisfreie Stadt Hamburg,53.5528284,9.9966396
24/7 Notaufnahme der Hamburger Frauenhäuser,2039,,,,Hamburg,Kreisfreie Stadt Hamburg,53.554448,9.991344
Frauen- und Kinderschutzhaus Hannover,2085,,,,Niedersachsen,Landkreis Region Hannover,52.365613497692,9.755097172235
AWO Frauenhaus,2297,,,,Niedersachsen,Landkreis Region Hannover,52.3744779,9.7385532
Frauen- und Kinderschutzhaus Heidenheim,2239,,,,Baden-Württemberg,Landkreis Heidenheim,48.682679502339,10.139461490017
Zentrale Sofortaufnahme der Frauen*- und Kinderschutzhäuser Leipzig,2056,,,,Sachsen,Kreisfreie Stadt Leipzig,51.3844702,12.3160085
Frauen- und Kinderschutzhaus Leipzig,2376,,,,Sachsen,Kreisfreie Stadt Leipzig,51.3406321,12.3747329
Frauenhaus Lüchow,2371,,,,Niedersachsen,Landkreis Lüchow-Dannenberg,52.969714748761,11.15518272981
Frauenschutzhaus Magdeburg,2031,,,,Sachsen-Anhalt,Kreisfreie Stadt Magdeburg,52.109112469784,11.635762688513
Frauenhaus München,2387,,,,Bayern,Kreisfreie Stadt München,48.1371079,11.5753822
Frauenhaus Ortenau,2235,,,,Baden-Württemberg,Landkreis Ortenaukreis,48.472922532591,7.96749836209
Frauen- und Kinderschutzhaus Pirna,2072,,,,Sachsen,Landkreis Sächsische Schweiz-Osterzgebirge,50.9624776,13.9284303
Frauenhaus Potsdam,2298,,,,Brandenburg,Kreisfreie Stadt Potsdam,52.401823067332,13.060633141753
Beratungs- und Krisenzentrum für Frauen,2122,,,,Brandenburg,Landkreis Havelland,52.59248315,12.328108634457
Frauenhaus Reutlingen,2245,,,,Baden-Württemberg,Landkreis Reutlingen,48.490244306328,9.22265822019
Frauen- und Kinderhaus e.V. Uelzen,2084,,,,Niedersachsen,Landkreis Uelzen,52.964904113123,10.562643359678
Frauenhaus Alb-Donau-Kreis,2314,,,,Baden-Württemberg,Stadtkreis Ulm,48.401878420682,9.995374632586
Frauen helfen Frauen Schwarzwald Baar e.V.,2262,,,,Baden-Württemberg,Landkreis Schwarzwald-Baar-Kreis,48.05923605,8.462281102255
Frauenhaus Weißenfels,2168,,,,Sachsen-Anhalt,Landkreis Burgenlandkreis,51.2046563,11.9710163
FrauenschutzHaus Wolfenbüttel,2306,,,,Niedersachsen,Landkreis Wolfenbüttel,52.1625283,10.5348215
DRK KV Eichsfeld e.V. Frauenschutzwohnung Leinefelde,2282,,,,Thüringen,Landkreis Eichsfeld,51.425144533056,10.35842107336
Frauenhaus Neuruppin,2340,,,,Brandenburg,Landkreis Ostprignitz-Ruppin,52.920470743076,12.805888514342
Frauenhaus Gera,2421,,,,Thüringen,Kreisfreie Stadt Gera,50.8772301,12.0796208
Frauen- und Kinderschutzhaus des Landkreises Oldenburg,2429,,,,Niedersachsen,Landkreis Oldenburg,52.903874494874,8.445246410384
Frauenhaus BORA e.V.,2449,,,,Berlin,Kreisfreie Stadt Berlin,52.55712455,13.448277760058
Frauenschutzhaus Bautzen,2498,,,,Sachsen,Landkreis Bautzen,51.182293,14.4237749
Frauenhaus Osterode,2522,,,,Niedersachsen,Landkreis Göttingen,51.7293769,10.2580311
